Mark,Competitor,DOB,Nat,Pos,Venue,Date,WIND
20.46,Bruno DE BARROS,07 JAN 1987,BRA,2,São Paulo (BRA),12 OCT 2014,1.6
20.46,Rondel SORRILLO,24 JAN 1986,TTO,1f4,"Gainesville, FL (USA)",03 APR 2015,-0.1
20.46,Just'N THYMES,24 JAN 1994,USA,1f4,"Gainesville, FL (USA)",03 APR 2015,-0.1
20.46,Ahmed ALI,15 NOV 1993,USA,1f1,"Norman, OK (USA)",18 APR 2015,1.6
20.46,Bruno DE BARROS,07 JAN 1987,BRA,2,Sao Bernardo do Campo (BRA),17 MAY 2015,0.3
20.46,Beejay LEE,05 MAR 1993,USA,2,"Los Angeles, CA (USA)",17 MAY 2015,-0.1
20.46,Michael NORMAN,03 DEC 1997,USA,1,"Norwalk, CA (USA)",29 MAY 2015,-0.9
20.46,Julian FORTE,07 JAN 1993,JAM,3,"Icahn Stadium, New York, NY (USA)",13 JUN 2015,-2.8
20.46,Maurice MITCHELL,22 DEC 1989,USA,2h4,"Hayward Field, Eugene, OR (USA)",27 JUN 2015,1.0
20.46,Ryan CLARK,14 SEP 1996,USA,3,"Eugene, OR (USA)",27 JUN 2015,1.8
20.46,Karol ZALEWSKI,07 AUG 1993,POL,1h1,"Kadrioru staadion, Tallinn (EST)",10 JUL 2015,1.2
20.46,Rasheed DWYER,29 JAN 1989,JAM,3f2,Edmonton (CAN),12 JUL 2015,1.0
20.46,Brendon RODNEY,09 APR 1992,CAN,8sf1,"National Stadium, Beijing (CHN)",26 AUG 2015,0.4
20.46,Anaso JOBODWANA,30 JUL 1992,RSA,1f1,Göteborg (SWE),05 SEP 2015,1.9
20.46,Ramil GULIYEV,29 MAY 1990,TUR,2,Ankara (TUR),05 SEP 2015,-1.1
20.46,José Carlos HERRERA,05 FEB 1986,MEX,1h1,Monterrey (MEX),14 FEB 2016,0.7
20.46,Alex HARTMANN,07 MAR 1993,AUS,1f1,"SOPAC, Sydney (AUS)",03 APR 2016,0.5
20.46,Aaron BROWN,27 MAY 1992,CAN,4f1,Nassau (BAH),16 APR 2016,0.9
20.46,Andre DE GRASSE,10 NOV 1994,CAN,3,Baie Mahault (FRA),14 MAY 2016,-0.2
20.46,Ahmed ALI,15 NOV 1993,SUD,2h1,"Jacksonville, FL (USA)",27 MAY 2016,0.3
20.46,Burkheart ELLIS JR,18 SEP 1992,BAR,1,"Bradenton, FL (USA)",28 MAY 2016,0.9
20.46,José Carlos HERRERA,05 FEB 1986,MEX,1,Monterrey (MEX),05 JUN 2016,-0.9
20.46,Carvin NKANATA,06 MAY 1991,KEN,3f1,"Montverde, FL (USA)",11 JUN 2016,1.6
20.46,Andre DE GRASSE,10 NOV 1994,CAN,1,Burnaby (CAN),17 JUN 2016,0.2
20.46,Trentavis FRIDAY,05 JUN 1995,USA,1,Halifax (CAN),22 JUN 2016,0.0
20.46,Daniel TALBOT,01 MAY 1991,GBR,2,Birmingham (GBR),26 JUN 2016,-0.1
20.46,Stanly DEL CARMEN,20 SEP 1995,DOM,1f1,La Chaux-de-Fonds (SUI),26 JUN 2016,1.9
20.46,Rasheed DWYER,29 JAN 1989,JAM,3h3,Kingston (JAM),02 JUL 2016,1.0
20.46,Sean MCLEAN,23 MAR 1992,USA,3h5,"Hayward Field, Eugene, OR (USA)",07 JUL 2016,0.9
20.46,Davide MANENTI,16 APR 1989,ITA,3sf2,"Olympisch Stadion, Amsterdam (NED)",08 JUL 2016,-0.1
20.46,Nethaneel MITCHELL-BLAKE,02 APR 1994,GBR,3sf3,"Olympisch Stadion, Amsterdam (NED)",08 JUL 2016,-1.1
20.46,José Carlos HERRERA,05 FEB 1986,MEX,2,"Houston, TX (USA)",23 JUL 2016,0.3
20.46,Miguel FRANCIS,28 MAR 1995,GBR,1f6,Kingston (JAM),13 MAY 2017,-1.0
20.46,Aleixo Platini MENGA,29 SEP 1987,GER,2f1,Andújar (ESP),02 JUN 2017,-0.5
20.46,Pavel MASLÁK,21 FEB 1991,CZE,1,Třinec (CZE),11 JUN 2017,0.3
20.46,Julian FORTE,07 JAN 1993,JAM,5,Kingston (JAM),25 JUN 2017,1.0
20.46,Alex WILSON,19 SEP 1990,SUI,3f1,Luzern (SUI),11 JUL 2017,0.0
20.46,Nethaneel MITCHELL-BLAKE,02 APR 1994,GBR,5,"Alexander Stadium, Birmingham (GBR)",20 AUG 2017,-0.1
20.46,Andre DE GRASSE,10 NOV 1994,CAN,6,"Suhaim bin Hamad Stadium, Doha (QAT)",04 MAY 2018,1.3
20.46,Cliff RESIAS,08 NOV 1996,BAH,2,"San Antonio, TX (USA)",06 MAY 2018,0.1
20.46,Teray SMITH,28 SEP 1994,BAH,2f2,"Clermont, FL (USA)",12 MAY 2018,1.1
20.46,Eric HARRISON JR.,18 FEB 1999,USA,1h4,"Bloomington, IN (USA)",16 JUN 2018,-0.2
20.46,Michael NORMAN,03 DEC 1997,USA,1h3,"Drake Stadium, Des Moines, IA (USA)",23 JUN 2018,0.0
20.46,Jun YAMASHITA,23 AUG 1997,JPN,3,Yamaguchi (JPN),24 JUN 2018,0.8
20.46,Steven MÜLLER,15 SEP 1990,GER,1f1,Mannheim (GER),24 JUN 2018,0.6
20.46,Nathon ALLEN,28 OCT 1995,JAM,1f2,Luzern (SUI),09 JUL 2018,0.2
20.46,Solomon BOCKARIE,18 MAY 1987,NED,3f1,Kortrijk (BEL),14 JUL 2018,0.7
20.46,Liemarvin BONEVACIA,05 APR 1989,NED,1f2,Kortrijk (BEL),14 JUL 2018,1.8
20.46,Bernardo BALOYES,06 JAN 1994,COL,1,Cali (COL),14 JUL 2018,0.7
20.46,Jahnoy THOMPSON,16 FEB 1996,JAM,2h2,Barranquilla (COL),31 JUL 2018,0.9
20.46,Winston GEORGE,19 MAY 1987,GUY,3h3,Barranquilla (COL),31 JUL 2018,0.7
20.46,Adam GEMILI,06 OCT 1993,GBR,3sf2,"Olympiastadion, Berlin (GER)",08 AUG 2018,0.3
20.46,Antonio RODRÍGUES,12 JAN 1993,BRA,2,Bragança Paulista (BRA),16 SEP 2018,1.9
20.46,Trentavis FRIDAY,05 JUN 1995,USA,1f5,Fukuroi (JPN),03 MAY 2019,0.1
20.46,Samson COLEBROOKE,10 MAY 1997,BAH,3qf2,"Jacksonville, FL (USA)",25 MAY 2019,1.4
20.46,Antonio INFANTINO,22 MAR 1991,ITA,1f1,Bulle (SUI),07 JUL 2019,-0.5
20.46,Rasheed DWYER,29 JAN 1989,JAM,4,"Bregyó Athletic Center, Székesfehérvár (HUN)",09 JUL 2019,0.6
20.46,Christophe LEMAITRE,11 JUN 1990,FRA,1,Sotteville-lès-Rouen (FRA),16 JUL 2019,0.9
20.46,Jamiel TRIMBLE,25 JUN 1995,USA,4,"Drake Stadium, Des Moines, IA (USA)",28 JUL 2019,-0.7
20.46,Yuki KOIKE,13 MAY 1995,JPN,4h2,"Khalifa International Stadium, Doha (QAT)",29 SEP 2019,0.5
20.46,Romario WILLIAMS,17 NOV 1995,JAM,1f3,"National Stadium, Kingston (JAM)",09 AUG 2020,1.8
20.46,Mark Otieno ODHIAMBO,11 MAY 1993,KEN,1f1,"National Heroes Stadium, Lusaka (ZAM)",11 APR 2021,0.3
20.46,Divine ODUDURU,07 OCT 1996,NGR,4f1,"Percy Beard Track, Gainesville, FL (USA)",16 APR 2021,0.9
20.46,Josephus LYLES,22 JUL 1998,USA,2,"Hayward Field, Eugene, OR (USA)",24 APR 2021,-1.3
20.46,Edrick FLORÉAL JR,23 MAR 1995,CAN,3,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",24 APR 2021,1.7
20.46,Vernon NORWOOD,10 APR 1992,USA,6f1,"Hilmer Lodge Stadium, Walnut, CA (USA)",09 MAY 2021,0.7
20.46,Joseph FAHNBULLEH,11 SEP 2001,USA,1h3,"Cushing Stadium, College Station, TX (USA)",13 MAY 2021,0.6
20.46,Jo'Vaughn MARTIN,,USA,2,"Paul Derr TF Facility, Raleigh, NC (USA)",15 MAY 2021,1.0
20.46,Courtney LINDSEY,18 NOV 1998,USA,1h4,"RV Christian Track, Manhattan, KS (USA)",15 MAY 2021,1.0
20.46,Rodney ROWE,17 MAR 1997,USA,8sf1,"Hayward Field, Eugene, OR (USA)",26 JUN 2021,0.9
20.46,Yuki KOIKE,13 MAY 1995,JPN,1,"Yanmar Stadium Nagai, Osaka (JPN)",27 JUN 2021,1.0
20.46,Nigel ELLIS,08 AUG 1997,JAM,5,"National Stadium, Kingston (JAM)",27 JUN 2021,0.5
20.46,Joseph FAHNBULLEH,11 SEP 2001,LBR,2h5,"National Stadium, Tokyo (JPN)",03 AUG 2021,-0.7
20.46,Mouhamadou FALL,25 FEB 1992,FRA,8,"Stade Charléty, Paris (FRA)",28 AUG 2021,1.6
20.46,Vernon NORWOOD,10 APR 1992,USA,7,"Letzigrund, Zürich (SUI)",09 SEP 2021,0.5
20.46,Koki UEYAMA,15 MAY 1999,JPN,3f1,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2022,-0.4
20.46,Yuki KOIKE,13 MAY 1995,JPN,4f1,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2022,-0.4
20.46,Evan MILLER,29 AUG 2000,USA,4,"Ole Miss T&F Complex, Oxford, MS (USA)",14 MAY 2022,0.3
20.46,Kasaun JAMES,22 DEC 1997,USA,6sf1,"Hayward Field, Eugene, OR (USA)",08 JUN 2022,-0.3
20.46,Koki UEYAMA,15 MAY 1999,JPN,1,"Yanmar Stadium Nagai, Osaka (JPN)",12 JUN 2022,1.7
20.46,James HANSON,21 AUG 2001,GBR,4,"Manchester Regional Arena, Manchester (GBR)",26 JUN 2022,2.0
20.46,Ryan ZEZE,29 JAN 1998,FRA,2,"Stade Helitas, Caen (FRA)",26 JUN 2022,-0.1
20.46,Yaroslav TKALICH,05 JUN 1996,ANA,1,"Stadium Desna, Bryansk (RUS)",02 JUL 2022,0.1
20.46,Joseph FAHNBULLEH,11 SEP 2001,LBR,7,"Stade Louis II, Monaco (MON)",10 AUG 2022,0.8
20.46,Eseosa Fostine DESALU,19 FEB 1994,ITA,1h2,"Olympiastadion, München (GER)",18 AUG 2022,-0.6
20.46,Emmanuel ESEME,17 AUG 1993,CMR,1,"Stade Omnisports de Kouekong, Bafoussam (CMR)",19 MAR 2023,0.6
20.46,Kennedy LIGHTNER,2000,USA,1f1,"Mike A. Myers Stadium, Austin, TX (USA)",01 APR 2023,0.8
20.46,Chun-Han YANG,01 JAN 1997,TPE,3h1,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2023,1.1
20.46,Amir WILLIS,09 SEP 2000,USA,1h2,"Paul Derr TF Facility, Raleigh, NC (USA)",11 MAY 2023,0.2
20.46,Tsebo MATSOSO,27 MAY 1999,RSA,2f7,"Pilditch Stadium, Pretoria (RSA)",20 MAY 2023,0.5
20.46,Alaba Olukunle AKINTOLA,14 SEP 2001,NGR,4sf1,"Mike A. Myers Stadium, Austin, TX (USA)",07 JUN 2023,1.0
20.47,Roger BAMBUCK,22 NOV 1945,FRA,4sf1,"Estadio Olímpico, Ciudad de México (MEX)",16 OCT 1968,0.2
20.47,Pietro MENNEA,28 JUN 1952,ITA,1qf5,"Olympiastadion, München (GER)",03 SEP 1972,1.2
20.47,Pietro MENNEA,28 JUN 1952,ITA,4,Zürich (SUI),20 AUG 1975,0.5
20.47,Dwayne EVANS,13 OCT 1958,USA,1qf1,"Eugene, OR (USA)",21 JUN 1976,0.0
20.47,Harvey GLANCE,28 MAR 1957,USA,1,"Tuscaloosa, AL (USA)",14 MAY 1977,
20.47,James MALLARD,29 NOV 1957,USA,1,"Tallahassee, FL (USA)",28 APR 1979,
20.47,Clancy EDWARDS,09 AUG 1955,USA,2,"Philadelphia, PA (USA)",30 JUN 1979,0.0
20.47,Olaf PRENZLER,24 AUG 1958,GDR,2,Genève (SUI),01 JUL 1979,0.8
20.47,James MALLARD,29 NOV 1957,USA,1f1,"Houston, TX (USA)",03 MAY 1980,
20.47,Steve WILLIAMS,13 NOV 1953,USA,2,Rieti (ITA),31 AUG 1980,0.0
20.47,Don QUARRIE,25 FEB 1951,JAM,4,"Westwood, CA (USA)",10 MAY 1981,1.4
20.47,Stanley FLOYD,23 JUN 1961,USA,2f2,Zürich (SUI),19 AUG 1981,-1.4
20.47,Calvin SMITH,08 JAN 1961,USA,1,"Knoxville, TN (USA)",20 JUN 1982,-0.3
20.47,Erwin SKAMRAHL,08 MAR 1958,FRG,1,München (GER),25 JUL 1982,0.7
20.47,James BUTLER,21 JUN 1960,USA,1,Köln (GER),22 AUG 1982,1.2
20.47,Frank EMMELMANN,15 SEP 1961,GDR,1,Potsdam (GDR),28 AUG 1982,0.0
20.47,Cameron SHARP,03 JUN 1958,GBR,2,"Olympic Stadium, Athina (GRE)",09 SEP 1982,-0.6
20.47,Jeff PATRICK,21 SEP 1963,USA,1,"Des Moines, IA (USA)",30 APR 1983,0.9
20.47,Alvin MCNAIR,22 OCT 1962,USA,4,"Houston, TX (USA)",03 JUN 1983,1.8
20.47,Augustin YOUNG,19 SEP 1961,JAM,1,Kingston (JAM),16 JUN 1984,0.0
20.47,Elliott QUOW,03 MAR 1962,USA,5,"Los Angeles, CA (USA)",21 JUN 1984,-0.2
20.47,Thomas JEFFERSON,08 JUN 1962,USA,1qf3,"Memorial Coliseum, Los Angeles, CA (USA)",06 AUG 1984,
20.47,Pietro MENNEA,28 JUN 1952,ITA,3sf1,"Memorial Coliseum, Los Angeles, CA (USA)",08 AUG 1984,-2.2
20.47,Pietro MENNEA,28 JUN 1952,ITA,2f1,Rieti (ITA),02 SEP 1984,0.9
20.47,Kirk BAPTISTE,20 JUN 1963,USA,1,Tokyo (JPN),14 SEP 1984,1.5
20.47,Ronnie DENNIS,24 OCT 1964,USA,3,"Starkville, MS (USA)",18 MAY 1985,1.5
20.47,Chidi IMOH,27 AUG 1963,NGR,2,Koblenz (GER),06 AUG 1986,-0.3
20.47,Attila KOVÁCS,02 SEP 1960,HUN,5sf2,"Stadio Olimpico, Roma (ITA)",03 SEP 1987,1.2
20.47,Robson DA SILVA,04 SEP 1964,BRA,1,Schwechat (AUT),15 JUN 1988,0.0
20.47,John REGIS,13 OCT 1966,GBR,5f1,"Letzigrund, Zürich (SUI)",17 AUG 1988,0.2
20.47,Michael JOHNSON,13 SEP 1967,USA,1h1,"Waco, TX (USA)",21 APR 1989,-0.7
20.47,Dennis MITCHELL,20 FEB 1966,USA,3,Stockholm (SWE),03 JUL 1989,0.7
20.47,Henry THOMAS,10 JUL 1967,USA,1,Budapest (HUN),08 AUG 1989,
20.47,Carl LEWIS,01 JUL 1961,USA,5,Bruxelles (BEL),25 AUG 1989,0.4
20.47,Chris NELLOMS,14 AUG 1971,USA,1,"Columbus, OH (USA)",02 JUN 1990,2.0
20.47,Robson DA SILVA,04 SEP 1964,BRA,3,Villeneuve d'Ascq (FRA),28 JUN 1990,1.0
20.47,Aleksandr SOKOLOV,03 MAR 1971,URS,1,"Deveti Septemvri Stadium, Plovdiv (BUL)",11 AUG 1990,-0.5
20.47,Thomas JEFFERSON,08 JUN 1962,USA,5,Roma (ITA),17 JUL 1991,0.2
20.47,Olapade ADENIKEN,19 AUG 1969,NGR,3sf2,"National Stadium, Tokyo (JPN)",27 AUG 1991,-3.1
20.47,Robson DA SILVA,04 SEP 1964,BRA,4sf2,"National Stadium, Tokyo (JPN)",27 AUG 1991,-3.1
20.47,Dino NAPIER,24 NOV 1969,USA,1h3,"Flagstaff, AZ (USA)",09 MAY 1992,1.7
20.47,Slip WATKINS,29 SEP 1967,USA,6sf1,"New Orleans, LA (USA)",27 JUN 1992,-0.8
20.47,Danny EVERETT,01 NOV 1966,USA,2,London (GBR),10 JUL 1992,-0.5
20.47,Olapade ADENIKEN,19 AUG 1969,NGR,2qf2,"Estadio Olímpico, Barcelona (ESP)",03 AUG 1992,0.3
20.47,John REGIS,13 OCT 1966,GBR,6f1,Zürich (SUI),19 AUG 1992,-1.0
20.47,Jeff WILLIAMS,31 DEC 1965,USA,1,Sheffield (GBR),29 AUG 1993,1.1
20.47,Vladislav DOLOGODIN,23 FEB 1972,UKR,2,Bratislava (SVK),01 JUN 1994,1.3
20.47,Tony WHEELER,19 JAN 1975,USA,1,"Edwardsville, IL (USA)",10 JUL 1994,1.5
20.47,Ron CLARK,01 NOV 1969,USA,2,Gateshead (GBR),20 JUL 1994,1.5
20.47,Vladislav DOLOGODIN,23 FEB 1972,UKR,2,"Olympiastadion, Helsinki (FIN)",11 AUG 1994,-0.1
20.47,Darren BRAITHWAITE,20 JAN 1969,GBR,1f2,"Los Angeles, CA (USA)",13 MAY 1995,1.5
20.47,Jeff WILLIAMS,31 DEC 1965,USA,3,São Paulo (BRA),14 MAY 1995,-2.4
20.47,Andrew TYNES,13 FEB 1972,BAH,2,"Stadio Olimpico, Roma (ITA)",08 JUN 1995,0.9
20.47,Marc BLUME,28 DEC 1973,GER,1,Bremen (GER),02 JUL 1995,0.7
20.47,Jeff WILLIAMS,31 DEC 1965,USA,1,"Crystal Palace, London (GBR)",07 JUL 1995,-0.5
20.47,Jeff WILLIAMS,31 DEC 1965,USA,2,Linz (AUT),22 AUG 1995,-0.2
20.47,David DOPEK,08 FEB 1973,USA,2,Fukuoka (JPN),30 AUG 1995,0.6
20.47,Patrick STEVENS,31 JAN 1968,BEL,1,Johannesburg (RSA),14 APR 1996,-2.7
20.47,Jeff WILLIAMS,31 DEC 1965,USA,2,Rio de Janeiro (BRA),05 MAY 1996,-0.9
20.47,John REGIS,13 OCT 1966,GBR,1,Moskva (RUS),07 JUN 1996,-1.2
20.47,Vincent HENDERSON,20 OCT 1972,USA,4h,"Atlanta, GA (USA)",21 JUN 1996,1.1
20.47,Dino NAPIER,24 NOV 1969,USA,4h,"Atlanta, GA (USA)",21 JUN 1996,0.9
20.47,Jeff WILLIAMS,31 DEC 1965,USA,2qf1,"Olympic Stadium, Atlanta, GA (USA)",31 JUL 1996,0.7
20.47,Koji ITO,29 JAN 1970,JPN,2qf3,"Olympic Stadium, Atlanta, GA (USA)",31 JUL 1996,0.9
20.47,Geir MOEN,26 JUN 1969,NOR,4,Zürich (SUI),14 AUG 1996,0.0
20.47,Francis OBIKWELU,22 NOV 1978,NGR,1,"SIAC Homebush, Sydney (AUS)",24 AUG 1996,-1.6
20.47,Ivan GARCÍA,29 FEB 1972,CUB,1,Chania (GRE),31 MAY 1997,0.8
20.47,Ivan GARCÍA,29 FEB 1972,CUB,2,St-Denis (FRA),02 JUN 1997,0.0
20.47,Floyd HEARD,24 MAR 1966,USA,5f1,Stockholm (SWE),07 JUL 1997,1.6
20.47,Geir MOEN,26 JUN 1969,NOR,1,Overhalla (NOR),20 JUL 1997,0.2
20.47,Anninos MARKOULLIDES,08 FEB 1971,CYP,3h9,"Olympic Stadium, Athina (GRE)",06 AUG 1997,1.2
20.47,Deji ALIU,22 NOV 1975,NGR,5,Bruxelles (BEL),22 AUG 1997,1.2
20.47,Curtis PERRY,26 OCT 1974,USA,1,"New Orleans, LA (USA)",02 MAY 1998,-0.5
20.47,Rohsaan GRIFFIN,21 FEB 1974,USA,h,"New Orleans, LA (USA)",20 JUN 1998,2.0
20.47,Gentry BRADLEY,19 JAN 1974,USA,1,"New Orleans, LA (USA)",21 JUN 1998,1.0
20.47,Sebastian KEITEL,14 FEB 1973,CHI,2,Sheffield (GBR),02 AUG 1998,1.0
20.47,Claudinei Quirino DA SILVA,19 NOV 1970,BRA,1,Rio de Janeiro (BRA),25 APR 1999,-0.6
20.47,Kevin LITTLE,03 APR 1968,USA,h,"Eugene, OR (USA)",26 JUN 1999,1.1
20.47,Francis OBIKWELU,22 NOV 1978,NGR,sf,Lagos (NGR),30 JUL 1999,0.0
20.47,John ERTZGAARD,18 JUN 1977,NOR,1,"Ullevi Stadium, Göteborg (SWE)",31 JUL 1999,-0.6
20.47,Christian MALCOLM,03 JUN 1979,GBR,2,"Ullevi Stadium, Göteborg (SWE)",31 JUL 1999,-0.6
20.47,Douglas TURNER,02 DEC 1966,GBR,5,"Crystal Palace, London (GBR)",07 AUG 1999,-1.1
20.47,Derrick BREW,28 DEC 1977,USA,2,"Baton Rouge, LA (USA)",14 MAY 2000,1.8
20.47,Ja'Warren HOOKER,24 SEP 1978,USA,sf,"Durham, NC (USA)",02 JUN 2000,0.5
20.47,Kim COLLINS,05 APR 1976,SKN,3qf2,"Olympic Stadium, Sydney (AUS)",27 SEP 2000,0.0
20.47,Tommi HARTONEN,12 MAY 1977,FIN,4qf3,"Olympic Stadium, Sydney (AUS)",27 SEP 2000,-0.2
20.47,Christopher WILLIAMS,15 MAR 1972,JAM,5sf1,"Olympic Stadium, Sydney (AUS)",28 SEP 2000,-1.1
20.47,Corné DU PLESSIS,20 MAR 1978,RSA,2,Roodeport (RSA),17 MAR 2001,0.0
20.47,Llewellyn BREDWOOD,30 APR 1976,JAM,2,Kingston (JAM),23 JUN 2001,1.3
20.47,Floyd HEARD,24 MAR 1966,USA,h,"Eugene, OR (USA)",23 JUN 2001,1.8
20.47,Francis OBIKWELU,22 NOV 1978,NGR,4,"Stade Olympique de la Pontaise, Lausanne (SUI)",04 JUL 2001,-0.1
20.47,Christian MALCOLM,03 JUN 1979,GBR,2,"International Stadium, Gateshead (GBR)",19 AUG 2001,0.0
20.47,Marlon DEVONISH,01 JUN 1976,GBR,2,Thessaloniki (GRE),22 AUG 2001,0.3
20.47,Gennadiy CHERNOVOL,06 JUN 1976,KAZ,1sf2,Beijing (CHN),31 AUG 2001,1.5
20.47,Milton CAMPBELL,15 MAY 1976,USA,1,"Atlanta, GA (USA)",01 JUN 2002,1.6
20.47,Joseph BATANGDON,29 JUL 1978,CMR,3,Villeneuve (FRA),16 JUN 2002,-0.3
20.47,Dwight THOMAS,23 SEP 1980,JAM,2,Madrid (ESP),03 JUL 2002,0.5
20.47,Uchenna EMEDOLU,17 SEP 1976,NGR,1,Poznan (POL),18 AUG 2002,0.0
20.47,Dominic DEMERITTE,22 FEB 1978,BAH,4,"CM, Madrid (ESP)",21 SEP 2002,-0.6
20.47,Erick L. WILSON,20 JAN 1982,USA,1h3,"Levelland, TX (USA)",09 MAY 2003,0.0
20.47,Shawn CRAWFORD,14 JAN 1978,USA,4,"Palo Alto, CA (USA)",07 JUN 2003,1.0
20.47,Leo BOOKMAN,30 JAN 1982,USA,1,"Sacramento, CA (USA)",14 JUN 2003,-0.9
20.47,Sherwin VRIES,22 MAR 1980,RSA,1,Malmö (SWE),12 AUG 2003,0.7
20.47,Alessandro CAVALLARO,22 FEB 1980,ITA,2qf2,"Stade de France, Paris-St-Denis (FRA)",27 AUG 2003,0.6
20.47,Joshua J. JOHNSON,10 MAY 1976,USA,6,"Stade de France, Paris-St-Denis (FRA)",29 AUG 2003,0.1
20.47,Frank FREDERICKS,02 OCT 1967,NAM,7,"Stade de France, Paris-St-Denis (FRA)",29 AUG 2003,0.1
20.47,Adam MILLER,22 JUN 1984,AUS,1,Sydney (AUS),08 FEB 2004,1.7
20.47,Till HELMKE,06 MAY 1984,GER,1,Zeven (GER),30 MAY 2004,0.5
20.47,Leigh JULIUS,25 MAR 1985,RSA,1,Gaborone (BOT),30 MAY 2004,0.0
20.47,Sebastian ERNST,11 OCT 1984,GER,1,Manchester (GBR),24 JUL 2004,0.4
20.47,Sebastian ERNST,11 OCT 1984,GER,1h7,"Olympic Stadium, Athina (GRE)",24 AUG 2004,0.0
20.47,Matic OSOVNIKAR,19 JAN 1980,SLO,4qf3,"Olympic Stadium, Athina (GRE)",24 AUG 2004,0.5
20.47,Leigh JULIUS,25 MAR 1985,RSA,2,Stellenbosch (RSA),11 MAR 2005,-0.3
20.47,Rodney MARTIN,22 DEC 1982,USA,2,"Knoxville, TN (USA)",16 APR 2005,0.3
20.47,Omar BROWN,21 JUN 1982,JAM,9sf1,"Sacramento, CA (USA)",09 JUN 2005,0.6
20.47,Churandy MARTINA,03 JUL 1984,AHO,3,Monterrey (MEX),11 JUN 2005,0.4
20.47,Kevon PIERRE,30 MAR 1982,TTO,1h,Port-of-Spain (TTO),26 JUN 2005,-0.5
20.47,Dominic DEMERITTE,22 FEB 1978,BAH,3,Nassau (BAH),11 JUL 2005,1.8
20.47,David ALERTE,18 SEP 1984,FRA,1,"Steigerwaldstadion, Erfurt (GER)",17 JUL 2005,1.3
20.47,John CAPEL,27 OCT 1978,USA,7,"Crystal Palace, London (GBR)",22 JUL 2005,1.8
20.47,Justin GATLIN,10 FEB 1982,USA,2sf2,"Olympiastadion, Helsinki (FIN)",10 AUG 2005,-0.3
20.47,Omar BROWN,21 JUN 1982,JAM,1,Melbourne (AUS),23 MAR 2006,0.5
20.47,Stéphan BUCKLAND,12 JAN 1977,MRI,2,Melbourne (AUS),23 MAR 2006,0.5
20.47,Yhann PLUMMER,03 FEB 1983,JAM,1,"Houston, TX (USA)",06 MAY 2006,1.3
20.47,Christopher WILLIAMS,15 MAR 1972,JAM,4,"New York, NY (USA)",03 JUN 2006,0.4
20.47,Churandy MARTINA,03 JUL 1984,AHO,2sf1,"Sacramento, CA (USA)",09 JUN 2006,-0.7
20.47,Rubin WILLIAMS,09 JUL 1983,USA,3sf1,"Indianapolis, IN (USA)",25 JUN 2006,-0.7
20.47,Johan WISSMAN,02 NOV 1982,SWE,3,Malmö (SWE),22 AUG 2006,1.0
20.47,Omar BROWN,21 JUN 1982,JAM,6,"Boudewijnstadion, Bruxelles (BEL)",25 AUG 2006,0.2
20.47,Jaysuma SAIDY NDURE,01 JAN 1984,GAM,6,"Gottlieb-Daimler Stadion, Stuttgart (GER)",10 SEP 2006,-0.1
20.47,Franklin NAZARENO,24 APR 1987,ECU,2,Cochabamba (BOL),03 JUN 2007,0.0
20.47,Marc SCHNEEBERGER,05 JUL 1981,SUI,1,Lausanne (SUI),29 JUL 2007,0.7
20.47,Bernard WILLIAMS,19 JAN 1978,USA,1,Uden (NED),04 AUG 2007,0.3
20.47,Churandy MARTINA,03 JUL 1984,AHO,2h2,"Yanmar Stadium Nagai, Osaka (JPN)",28 AUG 2007,0.2
20.47,Sandro Ricardo RODRIGUES VIANA,26 MAR 1977,BRA,3h2,"Yanmar Stadium Nagai, Osaka (JPN)",28 AUG 2007,0.2
20.47,Shingo SUETSUGU,02 JUN 1980,JPN,2h3,"Yanmar Stadium Nagai, Osaka (JPN)",28 AUG 2007,0.2
20.47,Johan WISSMAN,02 NOV 1982,SWE,3,"Letzigrund, Zürich (SUI)",07 SEP 2007,0.2
20.47,Johan WISSMAN,02 NOV 1982,SWE,1,Göteborg (SWE),09 SEP 2007,0.1
20.47,Bruno DE BARROS,07 JAN 1987,BRA,1,São Paulo (BRA),23 FEB 2008,1.7
20.47,Eddy DE LEPINE,30 MAR 1984,FRA,5f1,Fort-de-France (FRA),08 MAY 2008,1.6
20.47,Marcus PUGH,30 APR 1986,USA,5,"Boulder, CO (USA)",18 MAY 2008,0.7
20.47,Bruno DE BARROS,07 JAN 1987,BRA,1,Cochabamba (BOL),31 MAY 2008,-0.9
20.47,Michael LAWRENCE,,USA,3f1,"Los Angeles, CA (USA)",07 JUN 2008,1.0
20.47,Brendan CHRISTIAN,11 DEC 1983,ANT,3,Rieti (ITA),07 SEP 2008,0.6
20.47,Christopher WILLIAMS,15 MAR 1972,JAM,4,Rieti (ITA),07 SEP 2008,0.6
20.47,Gary KIKAYA,04 FEB 1978,COD,1f1,"Chapel Hill, NC (USA)",08 MAY 2009,1.5
20.47,Chris BERRIAN,17 APR 1983,USA,5,Osaka (JPN),09 MAY 2009,-0.4
20.47,Ryan BAILEY,13 APR 1989,USA,2,"Hutchinson, KS (USA)",23 MAY 2009,0.6
