Mark,Competitor,DOB,Nat,Pos,Venue,Date
2:36.80,Shireen BAILEY,27 SEP 1959,GBR,3,Gateshead (GBR),09 AUG 1985
2:36.84,Christine WACHTEL,06 JAN 1965,GDR,1,Thurrock (GBR),17 SEP 1989
2:36.84,Claudia GESELL,18 DEC 1977,GER,6,Bruxelles (BEL),30 AUG 2002
2:36.89,Liliana SALAGEANU,24 MAR 1971,ROU,3,Southampton (GBR),06 JUN 1993
2:36.89,Natalya DUKHNOVA,16 JUL 1966,BLR,3,Sheffield (GBR),29 AUG 1993
2:36.89,Oksana MELTSAYEVA,16 AUG 1975,UKR,1,Istanbul (TUR),09 JUN 2002
2:36.89,Santa TKHAKUR,23 APR 1993,RUS,4,Moskva (RUS),18 JUL 2016
2:36.9h,Francine GENDRON,16 NOV 1955,CAN,3,Berlin (GER),18 AUG 1978
2:36.9h,Nina KOVYLINA-VERSHININA,1958,URS,7,Podolsk (URS),05 AUG 1979
2:36.9h,Galina KIREYEVA,01 MAR 1956,URS,1,Leningrad (URS),04 AUG 1984
2:36.93,Yvonne MAI,22 AUG 1965,GDR,1,Wattenscheid (GER),06 JUL 1990
2:36.94,Doina MELINTE,27 DEC 1956,ROU,1,Shizuoka (JPN),03 MAY 1987
2:36.94,Nouria MÉRAH-BENIDA,19 OCT 1970,ALG,4,Stockholm (SWE),05 AUG 2003
2:36.95,Anna ROSTKOWSKA,26 JUL 1980,POL,1,Miedzyzdroje (POL),18 AUG 2007
2:36.96,Natalya LVOVA,08 SEP 1961,RUS,4,Southampton (GBR),06 JUN 1993
2:36.97,Wioletta FRANKIEWICZ,09 JUN 1977,POL,1,Czestochowa (POL),14 AUG 2004
2:37.01,Angelika CICHOCKA,15 MAR 1988,POL,1,Miedzyzdroje (POL),17 AUG 2009
2:37.02,Diana RICHBURG,02 JUL 1963,USA,3,Hengelo (NED),14 AUG 1988
2:37.05,Christine WHITTINGHAM,01 DEC 1956,GBR,2,Gateshead (GBR),27 JUN 1986
2:37.05,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,1,"McKenzie High School Track, Finn Rock, Oregon (USA)",17 JUL 2020
2:37.06,Diane MODAHL-EDWARDS,17 JUN 1966,GBR,2,Thurrock (GBR),17 SEP 1989
2:37.06,Lyubov GURINA,06 AUG 1957,RUS,2,Villeneuve d'Ascq (FRA),29 JUN 1997
2:37.08,Martyna GALANT,26 JAN 1995,POL,5,"Stadion Śląski, Chorzów (POL)",05 SEP 2021
2:37.09,Anastasiya ALEKSANDROVA,16 FEB 1994,RUS,5,Moskva (RUS),18 JUL 2016
2:37.1h,Mariana STANESCU-CHIRILA,07 SEP 1964,ROU,1,Timisoara (ROU),16 MAY 1987
2:37.10,Raevyn ROGERS,07 SEP 1996,USA,9,"Stade Louis II, Monaco (MON)",14 AUG 2020
2:37.13,Jolanda ČEPLAK,12 SEP 1976,SLO,3,Linz (AUT),22 AUG 2006
2:37.16,Lyudmila ROGACHOVA,30 OCT 1966,RUS,8,Bruxelles (BEL),25 AUG 1995
2:37.16,Theresia KIESL,26 OCT 1963,AUT,1,London (GBR),11 AUG 1996
2:37.2h,Marie-Françoise DUBOIS,25 MAR 1948,FRA,1,Villeneuve d'Ascq (FRA),08 JUL 1977
2:37.2h,Bettina WOLFRUM,28 JUN 1955,GDR,2,Potsdam (GDR),21 JUL 1977
2:37.2h,Tamara KOBA,24 FEB 1957,URS,8,Podolsk (URS),05 AUG 1979
2:37.2h,Véronique RENTIES,03 JUL 1960,FRA,2,Nice (FRA),19 AUG 1979
2:37.20,Ilse WICKSELL,10 AUG 1959,RSA,1,Bloemfontein (RSA),07 FEB 1983
2:37.20,Shireen BAILEY,27 SEP 1959,GBR,2,London (GBR),22 AUG 1987
2:37.22,Violeta BECLEA-SZEKELY,26 MAR 1965,ROU,1,Nice (FRA),08 JUL 2000
2:37.24,Stefanija STATKUVIENĖ,05 SEP 1962,URS,1,Sheffield (GBR),16 SEP 1990
2:37.25,Jemma REEKIE,06 MAR 1998,GBR,4,"Olympiastadion, Berlin (GER)",02 SEP 2018
2:37.26,Letitia VRIESDE,05 OCT 1964,SUR,1,Bellinzona (SUI),12 JUN 1996
2:37.26,Lindsey BUTTERWORTH,27 SEP 1992,CAN,3,"Boudewijnstadion, Bruxelles (BEL)",04 SEP 2020
2:37.27,Yekaterina PODKOPAYEVA,11 JUN 1952,RUS,8,Villeneuve d'Ascq (FRA),02 JUL 1993
2:37.28,Diana RICHBURG,02 JUL 1963,USA,4,"Crystal Palace, London (GBR)",14 JUL 1989
2:37.28,Adriana MUÑOZ,16 MAR 1982,CUB,1,La Habana (CUB),23 SEP 2011
2:37.28,Angela PETTY,16 AUG 1991,NZL,1,Chiba (JPN),15 AUG 2015
2:37.29,Yvonne MURRAY,04 OCT 1964,GBR,3,"Crystal Palace, London (GBR)",14 JUL 1989
2:37.29,Kelly HOLMES,19 APR 1970,GBR,4,Sheffield (GBR),29 AUG 1993
2:37.29,Letitia VRIESDE,05 OCT 1964,SUR,7,Stockholm (SWE),17 JUL 2001
2:37.3h,Madeline JACKSON,11 JAN 1948,USA,1,Montréal (CAN),12 JUL 1976
2:37.30,Winny CHEBET,20 DEC 1990,KEN,2,"Stadion Orzeł, Warszawa (POL)",25 AUG 2013
2:37.33,Yekaterina PODKOPAYEVA,11 JUN 1952,RUS,5,Stockholm (SWE),10 JUL 1995
2:37.33,Natalya DUKHNOVA,16 JUL 1966,BLR,9,Bruxelles (BEL),25 AUG 1995
2:37.33,Angelika CICHOCKA,15 MAR 1988,POL,1,"Stadion Orzeł, Warszawa (POL)",20 SEP 2011
2:37.33,Nozomi TANAKA,04 SEP 1999,JPN,1,"Athletics Stadium, Fukagawa (JPN)",22 JUN 2022
2:37.35,Nouria MÉRAH-BENIDA,19 OCT 1970,ALG,3,Villeneuve d'Ascq (FRA),29 JUN 1997
2:37.35,Patricia DJATÉ-TAILLARD,03 JAN 1971,FRA,9,Nice (FRA),17 JUL 1999
2:37.36,Judit VARGA,16 APR 1976,HUN,5,Stockholm (SWE),05 AUG 2003
2:37.37,Kenia SINCLAIR,14 JUL 1980,JAM,5,Linz (AUT),23 AUG 2005
2:37.39,Christina CAHILL,25 MAR 1957,GBR,1f2,"Olympiastadion, Berlin (GER)",17 AUG 1990
2:37.41,Nelly JEPKOSGEI,14 JUL 1991,BRN,5,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",13 JUL 2018
2:37.42,Letitia VRIESDE,05 OCT 1964,SUR,2,Nice (FRA),08 JUL 2000
2:37.42,Erin DONOHUE,08 MAY 1983,USA,1,"Icahn Stadium, New York, NY (USA)",13 JUN 2015
2:37.43,Christina CAHILL,25 MAR 1957,GBR,2,London (GBR),27 JUN 1980
2:37.43,Amy WICKUS,25 JUN 1972,USA,2,Bellinzona (SUI),12 JUN 1996
2:37.43,Ewelina SĘTOWSKA-DRYK,05 MAR 1980,POL,4,Linz (AUT),22 AUG 2006
2:37.43,Axumawit EMBAYE,18 OCT 1994,ETH,1,Göteborg (SWE),05 SEP 2015
2:37.44,Tosha WOODWARD,28 APR 1971,USA,3,Bellinzona (SUI),12 JUN 1996
2:37.45,Joetta CLARK,01 AUG 1962,USA,4,Villeneuve d'Ascq (FRA),29 JUN 1997
2:37.46,Olha LYAKHOVA,18 MAR 1992,UKR,5,"Olympiastadion, Berlin (GER)",02 SEP 2018
2:37.47,Shura HOTESA,1977,ETH,4,Bellinzona (SUI),12 JUN 1996
2:37.47,Brigita LANGERHOLC,23 JUL 1976,SLO,5,Linz (AUT),22 AUG 2006
2:37.48,Anastasiya RYEMYEN,20 APR 1993,UKR,4,Sopot (POL),28 JUL 2016
2:37.49,Nouria MÉRAH-BENIDA,19 OCT 1970,ALG,1,Heusden-Zolder (BEL),02 AUG 2003
2:37.49,Sanne VERSTEGEN-WOLTERS,10 NOV 1985,NED,6,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",13 JUL 2018
2:37.50,Stephanie GRAF,26 APR 1973,AUT,5,Villeneuve d'Ascq (FRA),29 JUN 1997
2:37.5h,Sahily DIAGO MESA,26 AUG 1995,CUB,1,La Habana (CUB),25 APR 2014
2:37.51,Joetta CLARK,01 AUG 1962,USA,9,Villeneuve d'Ascq (FRA),02 JUL 1993
2:37.53,Treniere MOSER,27 OCT 1981,USA,2,"Icahn Stadium, New York, NY (USA)",13 JUN 2015
2:37.53,Svetlana ULOGA,23 NOV 1986,RUS,6,Moskva (RUS),18 JUL 2016
2:37.55,Halimah NAKAAYI,16 OCT 1994,UGA,2,Pretoria (RSA),08 MAR 2018
2:37.56,Laura WEIGHTMAN,01 JUL 1991,GBR,6,"Olympiastadion, Berlin (GER)",02 SEP 2018
2:37.57,Anna BRZEZIŃSKA,09 JAN 1971,POL,5,Bellinzona (SUI),12 JUN 1996
2:37.6h,Heike ROOCK,19 JUN 1958,GDR,3,Potsdam (GDR),21 JUL 1977
2:37.60,Diane MODAHL-EDWARDS,17 JUN 1966,GBR,1,Gateshead (GBR),16 JUL 1988
2:37.60,Sarah THORSETT,18 MAR 1970,USA,3,"Eugene, OR (USA)",04 JUN 1995
2:37.61,Beverley NICHOLSON-HARTIGAN,10 JUN 1967,GBR,5,"Crystal Palace, London (GBR)",14 JUL 1989
2:37.61,Fatima AOUAM,16 DEC 1959,MAR,5,Jerez de la Frontera (ESP),13 SEP 1989
2:37.61,Morgan UCENY,10 MAR 1985,USA,4,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013
2:37.63,Diane CUMMINS,19 JAN 1974,CAN,6,Linz (AUT),23 AUG 2005
2:37.66,Diane CUMMINS,19 JAN 1974,CAN,3,Huelva (ESP),13 SEP 2007
2:37.67,Faith MACHARIA,09 FEB 1976,KEN,2,Rovereto (ITA),28 AUG 2002
2:37.68,Roswitha GERDES,28 JUN 1961,FRG,1,Hannover (GER),19 AUG 1984
2:37.72,Nozomi TANAKA,04 SEP 1999,JPN,1,"Yanmar Stadium Nagai, Osaka (JPN)",20 AUG 2021
2:37.73,Besu SADO,12 JAN 1996,ETH,6,"FBK Stadium, Hengelo (NED)",24 MAY 2015
2:37.76,Christine WACHTEL,06 JAN 1965,GER,10,Villeneuve d'Ascq (FRA),02 JUL 1993
2:37.78,Anna SILVANDER,22 JUN 1993,SWE,2,Göteborg (SWE),15 JUL 2016
2:37.8h,Elżbieta KATOLIK,09 OCT 1949,POL,1,Berlin (GER),21 AUG 1974
2:37.80,Brittany MCGOWAN,24 APR 1991,AUS,7,"Alexander Stadium, Birmingham (GBR)",18 AUG 2018
2:37.80,Tigist GIRMA,07 NOV 2002,ETH,6,"Stadion Śląski, Chorzów (POL)",05 SEP 2021
2:37.82,Gillian DAINTY,24 NOV 1958,GBR,5,London (GBR),11 SEP 1981
2:37.82,Kutre DULECHA,22 AUG 1978,ETH,10,Nice (FRA),17 JUL 1999
2:37.82,Winny CHEBET,20 DEC 1990,KEN,7,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",13 JUL 2018
2:37.84,Zoe BUCKMAN,21 DEC 1988,AUS,1,Oslo (NOR),24 MAY 2012
2:37.85,Esther GUERRERO,07 FEB 1990,ESP,8,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",13 JUL 2018
2:37.85,Majtie KOLBERG,05 DEC 1999,GER,1f1,"Schönbuchstadion, Pliezhausen (GER)",14 MAY 2023
2:37.86,Betty VAN STEENBROECK,08 FEB 1963,BEL,6,London (GBR),11 SEP 1981
2:37.86,Claudia GESELL,18 DEC 1977,GER,1,Karlstadt (GER),20 JUN 1999
2:37.86,Elise VANDERELST,27 JAN 1998,BEL,4,"Boudewijnstadion, Bruxelles (BEL)",04 SEP 2020
2:37.87,Irén LIPCSEI,03 APR 1953,HUN,1,London (GBR),23 AUG 1978
2:37.89,Claudette GROENENDAAL,01 NOV 1963,USA,11,Villeneuve d'Ascq (FRA),02 JUL 1993
2:37.89,Olena BUZHENKO-SERGEYEVA,16 NOV 1972,UKR,3,Nice (FRA),08 JUL 2000
2:37.89,Renata PLIŚ,05 FEB 1985,POL,2,"Stadion Orzeł, Warszawa (POL)",20 SEP 2011
2:37.89,Dana MECKE,20 SEP 1987,USA,3,"Icahn Stadium, New York, NY (USA)",13 JUN 2015
2:37.89,Esther GUERRERO,07 FEB 1990,ESP,1,Olot (ESP),29 JUL 2020
2:37.9h,Gisela ELLENBERGER,12 JUL 1950,FRG,2,Berlin (GER),21 AUG 1974
2:37.9h,Alla YUSHINA,20 AUG 1958,URS,1,Podolsk (URS),06 SEP 1981
2:37.9h,Zola BUDD,26 MAY 1966,RSA,2,Bloemfontein (RSA),07 FEB 1983
2:37.90,Essie WASHINGTON,12 JAN 1957,USA,4,Hengelo (NED),14 AUG 1988
2:37.91,Linda SHESKEY,18 OCT 1962,USA,5,Hengelo (NED),14 AUG 1988
2:37.91,Faith MACHARIA,09 FEB 1976,KEN,7,Bruxelles (BEL),30 AUG 2002
2:37.98,Janeth JEPKOSGEI,13 DEC 1983,KEN,3,Rovereto (ITA),28 AUG 2002
2:37.98,Winnie NANYONDO,23 AUG 1993,UGA,3,Pretoria (RSA),08 MAR 2018
2:38.0h,Cyndy POOR,18 MAY 1953,USA,2,Montréal (CAN),12 JUL 1976
2:38.0h,Gabriele LEHMANN-VEITH,24 OCT 1956,GDR,6,Dresden (GER),07 AUG 1977
2:38.0h,Katrin WÜHN,19 NOV 1965,GDR,1,Halle (GER),20 MAY 1987
2:38.00,Sarah HOWELL,11 SEP 1969,CAN,5,Sheffield (GBR),29 AUG 1993
2:38.00,Danuta URBANIK,24 DEC 1989,POL,5,Sopot (POL),28 JUL 2016
2:38.01,Olena ZAVADSKAYA,24 DEC 1964,UKR,6,Stockholm (SWE),10 JUL 1995
2:38.01,Lenka MASNÁ,22 APR 1985,CZE,1f2,Pliezhausen (GER),17 MAY 2009
2:38.01,Susan KUIJKEN,08 JUL 1986,NED,1,Amsterdam (NED),22 AUG 2014
2:38.02,Diane MODAHL-EDWARDS,17 JUN 1966,GBR,2,Sheffield (GBR),16 SEP 1990
2:38.02,Svetlana KLYUKA,27 DEC 1978,RUS,1,Zagreb (CRO),09 SEP 2008
2:38.02,Rebecca MEHRA,25 OCT 1994,USA,2,"McKenzie High School Track, Finn Rock, Oregon (USA)",17 JUL 2020
2:38.03,Elisabeth SCHACHT,05 MAY 1958,FRG,1,Köln (GER),28 MAY 1981
2:38.03,Diana RICHBURG,02 JUL 1963,USA,3,London (GBR),22 AUG 1987
2:38.03,Aleksandra GULYAYEVA,30 APR 1994,RUS,1,Podolsk (RUS),22 AUG 2020
2:38.04,Mitica CONSTANTIN,18 AUG 1962,ROU,2,Shizuoka (JPN),03 MAY 1987
2:38.04,Julie JENKINS,12 AUG 1964,USA,1,Västerås (SWE),29 JUN 1990
2:38.04,Katharina TROST,28 JUN 1995,GER,2f1,"Schönbuchstadion, Pliezhausen (GER)",14 MAY 2023
2:38.05,Renata PLIŚ,05 FEB 1985,POL,2,Miedzyzdroje (POL),17 AUG 2009
2:38.05,Sanne VERSTEGEN-WOLTERS,10 NOV 1985,NED,3,Göteborg (SWE),15 JUL 2016
2:38.07,Natalya DUKHNOVA,16 JUL 1966,BLR,8,Nice (FRA),09 JUL 2001
2:38.08,Maria de Lurdes MUTOLA,27 OCT 1972,MOZ,1,Linz (AUT),19 AUG 2002
2:38.09,Anna ROSTKOWSKA,26 JUL 1980,POL,2,Dubnica nad Váhom (SVK),06 SEP 2009
2:38.1h,Ermyntrude VERMUELEN,28 NOV 1968,RSA,1,Bloemfontein (RSA),28 JAN 1985
2:38.10,Stella JONGMANS,17 MAY 1971,NED,7,Stockholm (SWE),10 JUL 1995
2:38.1h,Rose Mary ALMANZA,13 JUL 1992,CUB,,La Habana (CUB),25 APR 2014
2:38.13,Hanna HERMANSSON,18 MAY 1989,SWE,2,Göteborg (SWE),11 JUL 2017
2:38.15,Heidi VAN DER PLAS,1964,NED,1,Hilversum (NED),20 MAY 1991
2:38.15,Letitia VRIESDE,05 OCT 1964,SUR,10,Bruxelles (BEL),25 AUG 1995
2:38.16,Elly VAN HULST,09 JUN 1959,NED,6,Hengelo (NED),14 AUG 1988
2:38.16,Katharina TROST,28 JUN 1995,GER,1f1,"Schönbuchstadion, Pliezhausen (GER)",08 MAY 2021
2:38.17,Claudette GROENENDAAL,01 NOV 1963,USA,7,Hengelo (NED),14 AUG 1988
2:38.17,Kathi HARRIS-ROUNDS,02 JAN 1964,USA,6,Bellinzona (SUI),12 JUN 1996
2:38.18,Leah PELLS,09 NOV 1964,CAN,6,Villeneuve d'Ascq (FRA),29 JUN 1997
2:38.18,Jennifer WENTH,24 JUL 1991,AUT,1,Gent (BEL),05 JUL 2011
2:38.2h,Francie LARRIEU-SMITH,23 NOV 1952,USA,3,Montréal (CAN),12 JUL 1976
2:38.20,Simona VRZALOVÁ,07 APR 1988,CZE,8,"Alexander Stadium, Birmingham (GBR)",18 AUG 2018
2:38.21,Jolanda ČEPLAK,12 SEP 1976,SLO,9,Nice (FRA),09 JUL 2001
2:38.26,Joanna JÓŹWIK,30 JAN 1991,POL,1,Stalowa Wola (POL),06 SEP 2013
2:38.27,Yvonne VAN DER KOLK,07 JAN 1969,NED,9,Berlin (GER),10 SEP 1991
2:38.27,Gladys WAMUYU,23 DEC 1972,KEN,6,Sheffield (GBR),29 AUG 1993
2:38.27,Laura ITCOU,13 FEB 1972,ROU,1,Bucureşti (ROU),25 MAY 1996
2:38.28,Yekaterina SOKOLOVA,16 DEC 1995,RUS,7,Moskva (RUS),18 JUL 2016
2:38.3h,Nina RUCHAYEVA,17 APR 1956,URS,9,Podolsk (URS),05 AUG 1979
2:38.3h,Zamira ZAYTSEVA,16 FEB 1953,URS,4,Nice (FRA),19 AUG 1979
2:38.30,Debbie SCOTT-BOWKER,16 DEC 1958,CAN,5,Birmingham (GBR),19 JUL 1986
2:38.35,Tudorita CHIDU,17 OCT 1967,ROU,3,Villeneuve d'Ascq (FRA),01 JUL 1991
2:38.36,Ruth WYSOCKI,08 MAR 1957,USA,2,Sheffield (GBR),23 JUL 1995
2:38.37,Letitia VRIESDE,05 OCT 1964,SUR,8,Stockholm (SWE),10 JUL 1995
2:38.37,Nahida TOUHAMI,10 FEB 1978,ALG,7,Linz (AUT),23 AUG 2005
2:38.37,Anna ROSTKOWSKA,26 JUL 1980,POL,2,Zagreb (CRO),09 SEP 2008
2:38.38,Anna ALMINOVA,17 JAN 1985,RUS,6,Linz (AUT),22 AUG 2006
2:38.39,Yelena AFANASYEVA,01 MAR 1967,RUS,4,Nice (FRA),08 JUL 2000
2:38.4h,Penny WERTHNER-BALES,05 JUL 1951,CAN,4,Berlin (GER),18 AUG 1978
2:38.4h,Sarah HOWELL,11 SEP 1969,CAN,1,Victoria (CAN),29 AUG 1998
2:38.42,Mary CHEMWENO,02 FEB 1959,KEN,7,London (GBR),11 SEP 1981
2:38.42,Birgit BARTH,19 JUN 1962,GDR,4,Berlin (GER),30 JUL 1989
2:38.42,Catriona BISSET,01 MAR 1994,AUS,3f1,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",02 MAR 2021
2:38.44,Evelyn MCMEEKIN,01 DEC 1956,GBR,2,London (GBR),23 AUG 1978
2:38.44,Yvonne MAI,22 AUG 1965,GDR,3,Thurrock (GBR),17 SEP 1989
2:38.45,Diane CUMMINS,19 JAN 1974,CAN,2,Linz (AUT),19 AUG 2002
2:38.46,Ewelina SĘTOWSKA-DRYK,05 MAR 1980,POL,3,"Stadion Orzeł, Warszawa (POL)",20 SEP 2011
2:38.46,Keely SMALL,09 JUN 2001,AUS,4f1,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",02 MAR 2021
2:38.47,Sandra STALS,05 JUN 1975,BEL,6,Bruxelles (BEL),28 AUG 1998
2:38.47,Natallia KAREIVA,14 NOV 1985,BLR,1,Königs Wusterhausen (GER),09 SEP 2007
2:38.48,Ludmila FORMANOVÁ,02 JAN 1974,CZE,2,London (GBR),11 AUG 1996
2:38.48,Brenda MARTINEZ,08 SEP 1987,USA,1,Dubnica nad Váhom (SVK),26 AUG 2012
2:38.48,Marina ARZAMASOVA,17 DEC 1987,BLR,2,Dubnica nad Váhom (SVK),26 AUG 2012
2:38.48,Eleonora VANDI,15 MAR 1996,ITA,5,"Boudewijnstadion, Bruxelles (BEL)",04 SEP 2020
2:38.49,Christina CAHILL,25 MAR 1957,GBR,4,London (GBR),22 AUG 1987
2:38.49,Laura WEIGHTMAN,01 JUL 1991,GBR,5,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013
2:38.49,Sarah MCDONALD,02 AUG 1993,GBR,3,Göteborg (SWE),11 JUL 2017
2:38.50,Jolanda ČEPLAK,12 SEP 1976,SLO,3,Linz (AUT),19 AUG 2002
2:38.5h,Adriana MUÑOZ,16 MAR 1982,CUB,1,La Habana (CUB),08 SEP 2011
2:38.53,Kirsty WADE,06 AUG 1962,GBR,1,Birmingham (GBR),17 JUL 1987
2:38.53,Sanne VERSTEGEN-WOLTERS,10 NOV 1985,NED,2,Amsterdam (NED),22 AUG 2014
2:38.54,Alison WRIGHT,1949,NZL,4,Berlin (GER),17 AUG 1979
2:38.55,Magdolna LÁZÁR,05 MAY 1951,HUN,3,London (GBR),23 AUG 1978
2:38.56,Brit MCROBERTS-LIND PETERSEN,10 FEB 1957,CAN,3,Gateshead (GBR),05 AUG 1986
2:38.56,Esther GUERRERO,07 FEB 1990,ESP,1,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",12 MAY 2021
2:38.56,Diana MEZULIÁNÍKOVÁ,10 APR 1992,CZE,1f5,"Pramtalstadion, Andorf (AUT)",06 AUG 2022
2:38.57,Mary CAIN,03 MAY 1996,USA,4,"Icahn Stadium, New York, NY (USA)",13 JUN 2015
2:38.6h,Jo WHITE,07 DEC 1960,GBR,1,London (GBR),09 SEP 1977
2:38.61,Noélie YARIGO,26 DEC 1985,BEN,7,"Olympiastadion, Berlin (GER)",02 SEP 2018
2:38.63,Sarah MCDONALD,02 AUG 1993,GBR,4,Göteborg (SWE),15 JUL 2016
2:38.65,Margarita MARUSOVA,25 NOV 1967,RUS,7,Villeneuve d'Ascq (FRA),29 JUN 1997
2:38.65,Anna WIELGOSZ,09 NOV 1993,POL,7,"Stadion Śląski, Chorzów (POL)",05 SEP 2021
2:38.67,Lynne MACDOUGALL,18 FEB 1965,GBR,6,Birmingham (GBR),19 JUL 1986
2:38.67,Olha LYAKHOVA,18 MAR 1992,UKR,3,Amsterdam (NED),22 AUG 2014
2:38.68,Zelda PRETORIUS,18 JUL 1968,RSA,1,Stellenbosch (RSA),06 JAN 1988
2:38.68,Sonia O'SULLIVAN,28 NOV 1969,IRL,1,Mansfield (GBR),24 JUL 1990
2:38.68,Toni HODGKINSON,21 DEC 1971,NZL,3,London (GBR),11 AUG 1996
2:38.68,Kate VAN BUSKIRK,09 JUN 1987,CAN,6,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013
2:38.68,Abbey CALDWELL,03 JUL 2001,AUS,5f1,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",02 MAR 2021
2:38.7h,Christina CAHILL,25 MAR 1957,GBR,2,London (GBR),09 SEP 1977
2:38.7h,Sakina BOUTAMINE,02 JUN 1953,ALG,5,Nice (FRA),19 AUG 1979
2:38.70,Randi LANGØIGJELTEN BJØRN,26 MAR 1957,NOR,8,London (GBR),11 SEP 1981
2:38.70,Maria AKRAKA,07 JUL 1966,SWE,4,Göteborg (SWE),24 AUG 1994
2:38.70,Stephanie BROWN,04 MAR 1991,USA,8,"Olympiastadion, Berlin (GER)",02 SEP 2018
2:38.71,Denise KREBS,27 JUN 1987,GER,1f2,Pliezhausen (GER),22 MAY 2011
2:38.71,Danuta URBANIK,24 DEC 1989,POL,7,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013
2:38.72,Anna ROSTKOWSKA,26 JUL 1980,POL,1,Zgorzelec (POL),26 APR 2008
2:38.72,Lucia KLOCOVÁ,20 NOV 1983,SVK,3,Dubnica nad Váhom (SVK),26 AUG 2012
2:38.73,Maria AKRAKA,07 JUL 1966,SWE,9,Stockholm (SWE),10 JUL 1995
2:38.73,Lucia STAFFORD,17 AUG 1998,CAN,1,"Birchmount Stadium, Toronto (CAN)",02 AUG 2020
2:38.74,Julia SAKARA,12 JUL 1969,ZIM,2,Noisy-le-Grand (FRA),02 JUL 1994
2:38.75,Melissa BISHOP-NRIAGU,05 AUG 1988,CAN,4,Amsterdam (NED),22 AUG 2014
2:38.76,Lenka MASNÁ,22 APR 1985,CZE,1f2,Pliezhausen (GER),16 MAY 2010
2:38.76,Rose-Anne GALLIGAN,09 DEC 1987,IRL,8,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013
2:38.77,Natalya DEDKOVA,12 FEB 1979,BLR,8,Bruxelles (BEL),30 AUG 2002
2:38.77,Britt UMMELS,24 AUG 1993,NED,5,"Stadion De Veen, Heusden-Zolder (BEL)",03 JUL 2021
2:38.78,Angelika CICHOCKA,15 MAR 1988,POL,4,Dubnica nad Váhom (SVK),26 AUG 2012
2:38.8h,Regine KLEINAU,04 OCT 1946,GDR,1,Erfurt (GER),19 JUN 1971
2:38.8h,Judy POLLOCK,25 JUN 1940,AUS,4,Montréal (CAN),12 JUL 1976
2:38.8h,Marina SCHILLER,23 JAN 1957,GDR,4,Potsdam (GDR),21 JUL 1977
2:38.8h,Christiane WARTENBERG,27 OCT 1956,GDR,7,Dresden (GER),07 AUG 1977
2:38.8h,Cindy O'KRANE,02 AUG 1963,CAN,2,Victoria (CAN),29 AUG 1998
2:38.80,Angelika CICHOCKA,15 MAR 1988,POL,3,"Stadion Orzeł, Warszawa (POL)",25 AUG 2013
2:38.81,Lynn WILLIAMS,11 JUL 1960,CAN,7,Birmingham (GBR),19 JUL 1986
2:38.82,Susan KUIJKEN,08 JUL 1986,NED,7,"FBK Stadium, Hengelo (NED)",24 MAY 2015
2:38.83,Lynn GIBSON,06 JUL 1969,GBR,7,Sheffield (GBR),29 AUG 1993
2:38.83,Katarzyna BRONIATOWSKA,22 FEB 1990,POL,9,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013
2:38.84,Roswitha GERDES,28 JUN 1961,FRG,1,"San Diego, CA (USA)",30 JUL 1984
2:38.86,Nataliya TOBIAS,22 NOV 1980,UKR,3,Zagreb (CRO),09 SEP 2008
2:38.87,Diane CUMMINS,19 JAN 1974,CAN,1,Victoria (CAN),22 MAY 2002
2:38.87,Angela PETTY,16 AUG 1991,NZL,9,"Alexander Stadium, Birmingham (GBR)",18 AUG 2018
2:38.89,Ciara MAGEEAN,12 MAR 1992,IRL,2,Oslo (NOR),24 MAY 2012
2:38.9h,Ellen WELLMANN,28 JUN 1948,FRG,3,Berlin (GER),21 AUG 1974
2:38.90,Daniela GARCÍA,31 AUG 2001,ESP,1,Calvia (ESP),09 MAY 2023
2:38.91,Yvonne VAN DER KOLK,07 JAN 1969,NED,8,Hengelo (NED),14 AUG 1988
2:38.91,Yuliya KUMPAN,19 OCT 1977,UKR,1,Bielsko-Biala (POL),29 MAY 2002
2:38.91,Maria CIONCAN,19 JUN 1977,ROU,1,Bucureşti (ROU),25 JUN 2005
2:38.91,Anne SHADLE,01 DEC 1982,USA,4,Zagreb (CRO),11 JUL 2005
2:38.91,Maria MARTINS,01 APR 1974,FRA,1,Longeville (FRA),15 JUL 2007
2:38.95,Yvonne MURRAY,04 OCT 1964,GBR,5,London (GBR),22 AUG 1987
2:38.96,Darcy AREOLA,04 AUG 1968,USA,5,"Eugene, OR (USA)",04 JUN 1995
2:38.96,Luciana de Paula MENDES,26 JUL 1971,BRA,10,Nice (FRA),09 JUL 2001
